,Unnamed: 0,tweet_id,Positive,Negative,Neutral,Irony
1284,1284,1363047362957049863,no,no,yes,no
1285,1285,1439960036718129152,no,no,yes,no
1286,1286,1468938617871638534,yes,no,no,no
1287,1287,1428576346280706049,no,yes,no,no
1288,1288,1405195748464074754,no,yes,no,yes
1289,1289,1356212821453918215,no,no,yes,no
1290,1290,1366987646061445120,no,yes,no,no
1291,1291,1414960037517307910,no,no,yes,no
1292,1292,1375180871934836744,no,no,yes,no
1293,1293,1354398696960614400,no,yes,no,yes
1294,1294,1421079312338407424,no,yes,no,no
1295,1295,1379079151852924928,no,yes,no,no
1296,1296,1374406730524729345,no,yes,no,no
1297,1297,1427933574662086657,no,no,yes,no
1298,1298,1420265619954585603,no,yes,no,no
1299,1299,1369236983915159553,no,yes,no,yes
1300,1300,1439232110590574594,no,no,yes,no
1301,1301,1353700918320123908,no,no,yes,no
1302,1302,1377603621337116673,no,yes,no,no
1303,1303,1419733900155400192,no,yes,no,no
1304,1304,1425739077802934273,no,yes,no,no
1305,1305,1390785007996837899,no,yes,no,yes
1306,1306,1361690497576755205,yes,no,no,no
1307,1307,1391867648670064641,no,yes,no,yes
1308,1308,1430202910915313665,no,yes,no,yes
1309,1309,1368244688491253766,no,no,yes,no
1310,1310,1447209389090344974,no,no,yes,no
1311,1311,1456754852848148480,no,no,yes,no
1312,1312,1389880251875041280,yes,yes,no,no
1313,1313,1458716779354767362,no,no,yes,no
1314,1314,1385199343725072387,no,yes,no,no
1315,1315,1409835741706862595,no,yes,no,no
1316,1316,1409064870469902337,no,no,yes,no
1317,1317,1420754889936756750,no,no,yes,no
1318,1318,1394613575386378240,yes,yes,no,no
1319,1319,1375485967998550020,no,yes,no,no
1320,1320,1349080871987503106,no,yes,no,yes
1321,1321,1375446261017546756,no,yes,no,no
1322,1322,1376485715597524992,no,yes,no,no
1323,1323,1348545016575254528,no,no,yes,no
1324,1324,1387047989500256259,no,yes,no,yes
1325,1325,1415625812095782915,no,no,yes,no
1326,1326,1349738539357900804,no,yes,no,yes
1327,1327,1345693664518025218,no,no,yes,no
1328,1328,1419374899488043012,no,yes,no,no
1329,1329,1395329704932962306,no,no,yes,no
1330,1330,1405863284763467781,no,yes,no,no
1331,1331,1361428119610142720,no,yes,no,no
1332,1332,1453644349892354050,no,yes,no,yes
1333,1333,1449403802403082245,no,no,yes,no
1334,1334,1442424439078105090,no,no,yes,no
1335,1335,1407684303774007297,yes,no,no,no
1336,1336,1416394328725987328,no,yes,no,yes
1337,1337,1406672832382357505,no,yes,no,no
1338,1338,1365318515364950021,no,no,yes,no
1339,1339,1407047498087243777,no,yes,no,no
1340,1340,1374353823855214597,no,yes,no,no
1341,1341,1412110757706219528,no,no,yes,no
1342,1342,1442512509785845762,no,no,yes,no
1343,1343,1347139900043358214,no,yes,no,yes
1344,1344,1384591993574236162,no,yes,no,yes
1345,1345,1408045491011600384,no,yes,no,no
1346,1346,1416388070065197059,no,no,yes,no
1347,1347,1374322580564365313,no,no,yes,no
1348,1348,1389849049180917761,no,no,yes,no
1349,1349,1440932783443091461,no,no,yes,no
1350,1350,1450746045181448197,no,no,yes,no
1351,1351,1357004345158549506,no,yes,no,yes
1352,1352,1407792683934945281,yes,no,no,no
1353,1353,1395780411624722440,no,no,yes,no
1354,1354,1414900920333258752,no,yes,no,no
1355,1355,1444297582356967425,yes,no,no,no
1356,1356,1392854142096494600,no,no,yes,no
1357,1357,1402917731670892549,no,yes,no,no
1358,1358,1350451194729295878,no,yes,no,yes
1359,1359,1459214901600210950,no,yes,no,no
1360,1360,1384857396288409600,no,no,yes,no
1361,1361,1476441205907066883,yes,no,no,no
1362,1362,1441307118884122632,no,no,yes,no
1363,1363,1404747236555341829,no,yes,no,no
1364,1364,1444961203063869445,no,no,yes,no
1365,1365,1421753216522506241,no,no,yes,no
1366,1366,1436767111368658945,no,yes,no,no
1367,1367,1379421095774785538,no,yes,no,no
1368,1368,1427898639804948480,no,no,yes,no
1369,1369,1426076071708004355,no,yes,no,no
1370,1370,1442817584999587843,no,yes,no,yes
1371,1371,1346083732076290050,no,yes,no,yes
1372,1372,1407292192654299144,no,yes,no,no
1373,1373,1382601166782091265,no,no,yes,no
1374,1374,1464008613941420040,no,yes,no,yes
1375,1375,1430133076793962503,no,no,yes,no
1376,1376,1352581229560922113,no,no,yes,no
1377,1377,1389124302306349056,no,no,yes,no
1378,1378,1429952210356559875,no,no,yes,no
1379,1379,1451523924454428678,no,no,yes,no
1380,1380,1434824104218173448,no,no,yes,no
1381,1381,1442160607113875460,no,no,yes,no
1382,1382,1397435357600288769,no,yes,no,no
1383,1383,1447920571812130820,no,yes,no,no
1384,1384,1408033711854080003,yes,no,no,no
1385,1385,1380059238987350017,no,no,yes,no
1386,1386,1435174860007821317,no,no,yes,no
1387,1387,1387061329308094467,yes,yes,no,no
1388,1388,1443163323369938944,yes,yes,no,no
1389,1389,1390564501133664264,no,yes,no,yes
1390,1390,1425906917201874945,no,yes,no,yes
1391,1391,1412810385741201414,no,yes,no,no
1392,1392,1377946665089429507,no,yes,no,no
1393,1393,1454093335568789506,no,yes,no,no
1394,1394,1402613959790841856,no,no,yes,no
1395,1395,1416643475609735169,no,yes,no,yes
1396,1396,1473228996452179972,no,no,yes,no
1397,1397,1396028280415870977,yes,no,no,no
1398,1398,1422241996635320322,no,yes,no,yes
1399,1399,1355612969942581250,no,yes,no,no
1400,1400,1369659706701197318,no,yes,no,yes
1401,1401,1451841650448375810,no,no,yes,no
1402,1402,1414524939982577667,no,no,yes,no
1403,1403,1394627645829230596,no,no,yes,no
1404,1404,1451623065113309184,no,yes,no,yes
1405,1405,1391164672557072384,no,yes,no,yes
1406,1406,1410513516247846915,no,no,yes,no
1407,1407,1444338614616399877,no,no,yes,no
1408,1408,1439495149093068800,no,no,yes,no
1409,1409,1443217526821986312,yes,no,no,yes
1410,1410,1462143455392669696,no,yes,no,yes
1411,1411,1397788753754824706,no,yes,no,no
1412,1412,1413863923057577996,no,no,yes,no
1413,1413,1386436988363022338,no,yes,no,yes
1414,1414,1428218256167522311,no,yes,no,yes
1415,1415,1366452991373508611,no,yes,no,yes
1416,1416,1440963450637856768,no,yes,no,yes
1417,1417,1413031048435339272,no,yes,no,no
1418,1418,1439462805275652097,yes,no,no,no
1419,1419,1427303551861145602,no,yes,no,no
1420,1420,1356603657370886145,no,no,yes,no
1421,1421,1371879565707124739,no,no,yes,no
1422,1422,1422239371512659968,no,yes,no,no
1423,1423,1448280546698792961,no,no,yes,no
1424,1424,1353977957245739010,no,no,yes,no
1425,1425,1416363487182393344,no,no,yes,no
1426,1426,1369672288237465606,no,yes,no,yes
1427,1427,1410479239296602113,no,no,yes,no
1428,1428,1460166367517237252,no,no,yes,no
1429,1429,1378766931256348672,yes,no,no,no
1430,1430,1395082865931694081,no,no,yes,no
1431,1431,1461685947129606144,no,yes,no,yes
1432,1432,1427629217311821825,no,no,yes,no
1433,1433,1356925731536842755,no,yes,no,no
1434,1434,1375435742747496448,no,no,yes,no
1435,1435,1346053985027948545,no,no,yes,no
1436,1436,1412213015076818953,no,yes,no,no
1437,1437,1420048494467895304,no,no,yes,no
1438,1438,1442151088652685312,no,no,yes,no
1439,1439,1445829130847621123,no,yes,no,no
1440,1440,1351566730481565697,no,no,yes,no
1441,1441,1382105466398982144,no,yes,no,yes
1442,1442,1387039766219091972,no,yes,no,no
1443,1443,1375028093220487169,no,yes,no,no
1444,1444,1379054468315148290,no,no,yes,no
1445,1445,1414964834979000323,no,no,yes,no
1446,1446,1371793026620792837,no,yes,no,no
1447,1447,1447780885995167745,no,yes,no,yes
1448,1448,1398342941110898695,no,no,yes,no
1449,1449,1471805413515571206,no,yes,no,no
1450,1450,1378935438157742081,no,no,yes,no
1451,1451,1456684200229232640,no,no,yes,no
1452,1452,1453340494159912963,no,yes,no,no
1453,1453,1388479867944112130,no,no,yes,no
1454,1454,1465231659649974280,no,no,yes,no
1455,1455,1435552733524811784,no,no,yes,no
1456,1456,1374264593648906244,no,yes,no,no
1457,1457,1463615969130131464,no,yes,no,no
1458,1458,1415935332378370051,no,no,yes,no
1459,1459,1380535361336717315,no,yes,no,no
1460,1460,1437716049781215233,no,yes,no,no
1461,1461,1349077585570000896,no,yes,no,yes
1462,1462,1360255668243079169,no,yes,no,yes
1463,1463,1431586851295535107,no,yes,no,yes
1464,1464,1471489554305536015,no,yes,no,no
1465,1465,1346531738118467585,yes,no,no,yes
1466,1466,1416634795052855298,no,yes,no,yes
1467,1467,1374331796091994117,no,no,no,no
1468,1468,1380224188657635330,no,yes,no,no
1469,1469,1382627919181324290,no,no,yes,no
1470,1470,1433450012856434688,no,yes,no,no
1471,1471,1376508748840198146,no,yes,no,no
1472,1472,1444987920910258181,yes,no,no,yes
1473,1473,1366385812959551494,no,no,yes,no
1474,1474,1451957122598588424,no,no,yes,no
1475,1475,1425747490704404481,no,yes,no,yes
1476,1476,1362365839463358469,no,no,yes,no
1477,1477,1423282680037220361,no,yes,no,no
1478,1478,1390573693546508291,no,no,yes,no
1479,1479,1401774683880660992,yes,no,no,no
1480,1480,1379883553434050566,yes,no,no,no
1481,1481,1442830930222198787,no,yes,no,no
1482,1482,1408043724072947717,no,yes,no,no
1483,1483,1417120481417834500,no,no,yes,no
1484,1484,1441318456226246666,no,yes,no,no
1485,1485,1410713994411773952,no,yes,no,yes
1486,1486,1412044081593733125,no,no,yes,no
1487,1487,1371729584727687169,no,no,yes,no
1488,1488,1391718564558774284,no,yes,no,yes
1489,1489,1475886494124498956,no,yes,no,yes
1490,1490,1425381614348120065,no,no,no,no
1491,1491,1384420158429712384,yes,no,no,no
1492,1492,1457302153224151041,no,no,yes,no
1493,1493,1458519091355033604,no,yes,no,no
1494,1494,1376785554818404352,no,no,yes,no
1495,1495,1405878533046611971,no,yes,no,no
1496,1496,1369604723188326408,no,yes,no,no
1497,1497,1382258524705656832,no,yes,no,no
1498,1498,1399699643618017280,no,yes,no,no
1499,1499,1444247076481740800,no,no,yes,no
1500,1500,1400346005762199553,no,no,yes,no
1501,1501,1439585835792359425,no,yes,no,yes
1502,1502,1376559786653847559,no,no,yes,no
1503,1503,1346490277708640260,no,no,yes,no
1504,1504,1460291597401301004,no,no,yes,no
1505,1505,1458154537861226497,no,yes,no,yes
1506,1506,1472303905019252742,yes,no,no,no
1507,1507,1472851300173946893,no,yes,no,yes
1508,1508,1360985949916848130,no,yes,no,yes
1509,1509,1380041677675630598,no,yes,no,yes
1510,1510,1423551921382625280,yes,yes,no,no
1511,1511,1349704878487195651,no,yes,no,yes
1512,1512,1376801078990270465,no,no,yes,no
1513,1513,1425079493471911940,no,no,yes,no
1514,1514,1470774711034462221,yes,no,no,no
1515,1515,1440949060882640900,no,no,yes,no
1516,1516,1359473831187013634,no,no,yes,no
1517,1517,1391074928343068673,no,no,yes,no
1518,1518,1419630938460495874,no,yes,no,yes
1519,1519,1377927238922960903,no,yes,no,no
1520,1520,1446486771932536837,no,no,yes,no
1521,1521,1376520857980375052,no,yes,no,no
1522,1522,1408466967808315392,no,yes,no,no
1523,1523,1472638694364528645,no,no,yes,no
1524,1524,1456556798274584582,no,yes,no,no
1525,1525,1408324527466164228,no,yes,no,no
1526,1526,1404809251546091529,no,yes,no,no
1527,1527,1475564675815415810,no,yes,no,yes
1528,1528,1439132508331905026,no,no,yes,no
1529,1529,1387344873351749632,yes,no,no,no
1530,1530,1400017227215216640,no,no,yes,no
1531,1531,1402194040410546176,no,yes,no,no
1532,1532,1410683801559306252,no,no,yes,no
1533,1533,1384908397305339905,no,yes,no,no
1534,1534,1418158982515073024,yes,no,no,yes
1535,1535,1346454761122525191,yes,no,no,yes
1536,1536,1430523546153807879,no,no,yes,no
1537,1537,1393627971555037189,no,yes,no,yes
1538,1538,1446069921427955715,no,no,yes,no
1539,1539,1367517694489022469,no,no,yes,no
1540,1540,1361378898060210178,no,no,yes,no
1541,1541,1405141072737603584,no,no,yes,no
1542,1542,1451187189602144257,no,yes,no,yes
1543,1543,1449315054214582272,no,no,yes,no
1544,1544,1349705499747491841,no,yes,no,no
1545,1545,1354366924973465610,no,no,yes,no
1546,1546,1412679311199453186,no,no,yes,no
1547,1547,1368995970973859843,no,yes,no,no
1548,1548,1407948313735880707,no,yes,no,no
1549,1549,1424094846885797889,no,no,yes,no
1550,1550,1370519782953472000,no,no,yes,no
1551,1551,1406993468946272265,no,no,yes,no
1552,1552,1364841810548252675,no,no,yes,no
1553,1553,1416525108714393604,no,no,yes,no
1554,1554,1416113325423874048,no,yes,no,no
1555,1555,1442521404927320065,no,no,yes,no
1556,1556,1417729456353992704,no,yes,no,no
1557,1557,1387466001193869315,no,yes,no,no
1558,1558,1462011190113144833,no,yes,no,no
1559,1559,1416012500143849481,no,no,yes,no
1560,1560,1367113552386023430,no,yes,no,yes
1561,1561,1425709842023522305,no,yes,no,yes
1562,1562,1397612883576598533,no,yes,no,yes
1563,1563,1396773722367930372,no,no,yes,no
1564,1564,1405131303901618181,no,no,yes,no
1565,1565,1469988851930308609,no,yes,no,yes
1566,1566,1450002156665311233,no,no,yes,no
1567,1567,1453809341895778320,no,no,yes,no
1568,1568,1409163017514852356,no,yes,no,yes
1569,1569,1351455761898098688,no,no,yes,no
1570,1570,1440932645853073408,no,yes,no,yes
1571,1571,1416666461108686849,no,yes,no,yes
1572,1572,1416365403379433479,yes,yes,no,no
1573,1573,1463405287042387972,no,yes,no,no
1574,1574,1347607208146690054,yes,yes,no,no
1575,1575,1475024276734500867,no,no,yes,no
1576,1576,1379363282457403392,yes,no,no,no
1577,1577,1398605823031627778,no,yes,no,yes
1578,1578,1395703262897180675,yes,no,no,no
1579,1579,1400201281906544640,no,yes,no,no
1580,1580,1472125082944344066,no,no,yes,no
