Positive	Negative	Text
1	-3	"AGAINST THE ATTACK OF THE GOVERNMENT MOUNT TO WORK, PENSIONS, WELFARE FOR GENERALIZED INCREASES IN WAGES AND PENSIONS ... http://t.co/9v3N5Dt1"
1	-2	"Mario Monti: the permanent job is boring. The one from senator for life, right?"
2	-2	"The permanent job sucks. Better 5 years of parliament and have a golden pension for life. True Mr. Mario? #mounts"
1	-2	"The Monti government has broken the c ........... only for those who are well ..... vaff"
1	-1	"Mario Monti is a senator for life: more permanent jobs than this you die (literally) - M. Travaglio #serviziopubblico"
1	-2	"Deputy Minister Martone discredits the entire Monti government"
1	-2	"The one on the #postofisso was the first communication mistake made by Mario #Monti"
1	-1	"Expand flexibility for the Monti government"
1	-1	"The government goes under, Mario Monti calls the parties POLITICS http://t.co/h7RKApe1"
1	-1	"mario monti .. senator for life .. more permanent position than that .. you die. # postofisso"
1	-2	"Mario Monti: ""Fixed place for life? What monotony"" [VIDEO] AgoraVox Ita http://t.co/TkRHED0u"
1	-1	"Council open on the Monti government's maneuver http://t.co/rDAEsk2Y @IlTirreno Pontedera"
1	-2	"The Monti Government abolishes the obligation to prepare the Security Policy Document: http://t.co/LqkqsZPd via @AddThis"
1	-1	"Standard costs, a real commitment for the #government #Monti http://t.co/g224ufgB #crisi"
2	-1	"The Monti government and non-profit Italy: http://t.co/SwAQXhOK"
1	-1	"Mario Monti's Image Strategy http://t.co/R23jNNWd"
1	-1	"Mario Monti's Image Strategy http://t.co/WhsZXkGC"
3	-1	"I liked a video from @YouTubefrom @NuovoParlamento http://t.co/eG99d7H9 Mario Monti: The permanent place for you"
1	-1	"#mustread> The letter to the #Monti government from the Undersecretary for #Migration of the Tunisian Republic http://t.co/fRi3R7AN via @lonzero"
1	-3	"Right-wing Catholics attack the Monti government, after keeping silent about the worst pigs of that of Berlusconi. A little consistency at least"
2	-1	"ATTENTION! ATTENTION! MARIO MONTI IS A MASON! http://t.co/7TFxsvoW"
2	-1	"In Rome, not even snow has a clear majority. It is mixed with rain. And the sky isn't white enough. Middle way, like the Monti government?"
2	-1	"Days ago I saw a comedian who really made me laugh, he talked about work, his name was Mario Monti, do you know him?"
1	-4	"Fassina: Mario Monti used offensive, violent and extremist language. #sobriety"
1	-4	"Ahò, ah Stefano, every now and then you blunder. #Fassina: Mario Monti used offensive, violent and extremist language"
1	-1	"Monti Government: instructions for use. How National Policies Affect Our Everyday Life and ... http://t.co/N8IakBSY"
1	-1	"The University we want. An appeal by professors and researchers to Minister Profumo and the Monti government http://t.co/MVBxckcM"
1	-4	"I believe that the Monti government is doing what it hasn't done for 25 years. It is physiological that it hurts if you do it in 3 months!"
1	-2	"Mario Monti, 72 thousand euros a month, senator for life paid by the citizens and the monotony of the permanent job .... http://t.co/ETpcfssV"
1	-3	"But you didn't understand, it's all a maneuver by the Monti government to make everyone have a ski holiday despite the crisis ... #neve #roma"
1	-1	"In the text introduced by the Monti government, a paragraph will make it possible to circumvent the wage cuts."
1	-2	"To follow with CURIOUS MONOTONY Mario Monti live on http://t.co/oc7StukD"
1	-1	"Yes, Mario Monti said that Bill Gates started in a garage, ... But wasn't it Steve Jobs? http://t.co/65Vk8psC via @repubblicait"
1	-1	"#Mario #Monti live on http://t.co/BMo5H0xV and #nevearoma"
1	-1	"Mario #Monti In Italy today Bill Gates could never make headway, we need to liberalize"
1	-1	"Videoforum with Mario Monti Video Repubblica.it http://t.co/mjwS2c2v via @repubblicait"
1	-1	"Videoforum with Mario Monti Video Repubblica.it http://t.co/qNOhVYxc via @repubblicait"
1	-1	"Professor Monti a question; Undersecretary Polillo, where did he find it? Who gave him the Berluska for Christmas ?."
2	-1	"Twist of the scene: Professor Monti is in favor of a reform that takes away the privilege of professors to be rectors."
2	-4	"#Monti government: sacrifices for young people. But he did not specify the age of these young people. I'm afraid you're talking about babies."
1	-1	"Next week Mario Monti will be a guest at Vita In Diretta, Occhio alla Spesa, the Hyenas, the Forum, the Green Line and the 90th Minute."
2	-2	"With Mario Monti, even the time of generous cock sucking cousins ​​ends."
1	-1	"Monte Mario whitened and Mario Monti ... pure #mariomonti"
1	-4	"RT @On_Scilipoti: The MONTI government has paralyzed Italy, there is no category that is not protesting .. all eloquent signs that the professors have failed!"
3	-1	"It's nice to change jobs said Mario Monti, 68, porn star! @spinozait"
2	-2	"Il Fatto Quotidiano Berlusconi ghost writer from Monti ?: Mario Monti's joke about the monotony of a permanent job ... http://t.co/hTUFYxZO"
1	-2	"Because precariousness decreases Professor #Monti there is a need for strong interventions otherwise the so-called apartheid will expand."
1	-3	"Oh well, compared to Silvio Berlusconi, the new Prime Minister Mario Monti is a very cold guy, but now he's exaggerating ..."
2	-1	"Important yesterday evening. #Abc confirms the commitment to support the #Monti government, not only on economic and social issues."
1	-2	"Mario Monti's ""permanent job"". One nonsense leads to another http://t.co/qVKnwhcV Dazebao"
1	-1	"Giovanni Favia (M5S) guest at Agorà (Rai3) on Party Financing and Monti Government http://t.co/AAW8NMgi"
1	-1	"Ideological and Gascon: the Monti government seems to be that of Cav | The Others Online http://t.co/SXXOjdIq"
1	-3	"Mario #Monti: with social do-gooders, the Italian parties certainly did not help Italy. On the contrary!"
1	-2	"#SanremoNews Imperia: Over a hundred students marched against the maneuvers of the Monti government http://t.co/qLG9iaoz"
1	-3	"You are monotonous, people change, the world evolves, only you remain the same asshole. Cit of Mario #Monti in a dialogue with the #PostoFisso"
1	-2	"RT @ Idvstaff: Polillo would like Berlusconi to the Quirinale. The Monti government, continuing in this way, risks appearing as the sober face of the sinful satrap"
1	-1	"For Mario Monti, art. 18 drives away investments. It's false ... there is a bakery under my house and I know 3 people for a lifetime"
1	-1	"in my ideal world, open letter to mario monti .... http://t.co/yiLSwM9w"
1	-1	"#government #monti: it snows all over Italy. When is a government Passera? @maxpietrantoni @spinozait"
3	-2	"NOTHING GALERA TO THE ROCKERS IN HAND What monotony the permanent job ... (MARIO MONTI) At this point I trust in the Mayan prophecy!"
1	-1	"@Ale__Prince mario ... mount these chains"
1	-1	"Greetings to Cimino, my emperor of Calidornia."
1	-3	"worse than in Italy with this advertising."
1	-2	"it's been over a year and still my mind keeps flying in that town ... it will probably forever be my regret ... CPH"
1	-1	"@valigiablu http://t.co/foAalEUx maybe Diamanti is right, the web gives you opportunities but takes away some dimensions of socialization"
2	-1	"@ Gaia_Belieber99 me too, I hoped until the end ..."
1	-1	"Today everyone at the April fair in Rivanazzano I guess ..."
2	-1	"Demi you are cool and your boyfriend in the video even more so. #GYHAB"
1	-1	"if I think about it, I still get chills."
3	-1	"@rossbrescia Everything ok, I nailed, ... I gave you a little kiss and I left :-)"
1	-1	"To believe or to believe to feel is not to feel. You can pass off a lot of feelings for Love but in the end the bill arrives and it is sallo."
1	-1	"however I am not in the official photos, I have been around AHAHHA all the time"
1	-1	"It is no coincidence that Queen made the soundtrack for the Highlander movie. #immortals"
1	-2	"Historical Geography of Ancient Greece: Traditions and Problems (Library of Modern Culture) (Italian Edition): http://t.co/ffTCKrVM"
3	-1	"Follow everyone @MargheandFior because in his icon Harry is very sweet **"
3	-1	"@shesafeandsound Hey beautiful girl, you don't know how much I like your icon IUUBHBHJB I'll give you a nice 8, I hope it goes well **"
3	-5	"@PochoLavezzi Thank you 'cause you are my smile that does not go out even when I'm sad! I love you"
3	-1	"@elilpds @supersantos_ You represent two of my passions, Rome and Sicily: it cannot be just a coincidence but it is a sign of destiny olé"
1	-1	"Bologna-Palermo: ko Aguirregaray, there's Della Rocca http://t.co/gfBIJY5Y #palermo #rosanero"
1	-1	"3 years ago I was a Milan fan ... Then I became a Juventus player ... but, boh, I still feel I belong to Milan ... I feel the blood of Milan"
3	-1	"@FrancescaDepp and whatever ... You can't have everything you hope for .."
2	-1	"@xdreamingNiall thanks ... I needed a map! ; DI LOL with the diary I do not understand a horn."
2	-1	"#ITALYDESERVESONED Me: No but thanks eh."
2	-1	"@sattamelissa also ioooooo :-("
1	-1	"@xsimplegirl I'm leaving, see you later <3: D"
3	-1	"this morning i saw the video of give you heart a break, god i have no words. it's just gorgeous my love @ddlovato AWESOME, you are ♥"
3	-4	"@mengonshug You hate Marta too. Oh, I love you, pink teapot * - *"
2	-1	"@RafAuriemma thank you for the infinite emotions you make me feel when you do and commentary * - * #forzanapoli"
3	-1	"@okappaRO Thanks xD ahaha I understand you xD I wish you good luck anyway, maybe the desire to study will come back (?)"
1	-1	"An award for the blog and also for Das Klavierherz - The Blog of Arianna Klavierherz They are Only Books I Love Books ... http://t.co/GA4vHKXQ"
1	-1	"REPORT the MAGA by Craxi and Berlusconi ... we thought we knew everything ... and had seen everything ..."
2	-1	"@AuaDB not me too .. (read: a cool lady)"
1	-1	"We are all \ ""technical governments \"" with other people's asses"
3	-1	"@EzioGreggio Thanks to my CATANIA and a great JUVE the championship is officially REOPENED ..."
2	-1	"@xGottaBeLou Ciaooo girl do you follow me ??? Thanks, dear :))))"
2	-1	"@Gavigae thanks thanks U____U"
2	-1	"@ DodoMolinari my mom Dodo, the whole stadium that sang or my life or my life !!! A show!!!!"
3	-2	"@ Aldito11 very kind aldito ... come on Juve ..... and we hope they buy us a serious striker because Borriello is unwatchable ......"
2	-4	"I feel like crying. Why does everyone give a damn about me?"
2	-1	"SMART ForTwo 1000 62 kW cabrio pulse 9.900 € 35000 km http://t.co/ZuShkszC #sale #auto #roma"
1	-1	"RENAULT Kangoo 1.2 cat Express 1.900 € 198000 km http://t.co/wjvIhL7S #sale #auto #milan"
2	-2	"right now every atm driver in the province of Milan is having colic that I miss in the time of cholera."
4	-1	"@GroupaliaIT it was a great day! only thanks to you =) In the photo Carlos Checa the real protagonist! http://t.co/3ECbXUTf"
1	-2	"@E_opi well, if you feel lonely, think about me too. # Momentotendzza"
1	-1	"#we are going to live under the bridge and inaugurate a generation dedicated to the homeless life."
1	-1	"Out of school"
1	-1	"daniel archer born in milan"
3	-4	"How wonderful to look for '#depressionpostconcerto' and see that all the latest tweets are about March 28 & 29. SP ♥"
2	-1	"@Merda__Man oh yeah !!!!! #beimomenti those too ..."
1	-1	"Did any of you make the stamp when #ITALYLOVESDEMI was a world TT?"
2	-1	"@michelesalaris @ reportrai3 I think it can be found on the Rai website, I saw it on TV (because every now and then I turn on the TV too ...!)"
2	-1	"@ antoniopolito1 #Grillo also supported him but then he too started with the purge in full Soviet style .."
1	-1	"At 4 I have to start studying T__T And I also have to do the shopping D:"
1	-1	"@SkySport #liberiderequest giovinco, sorensen, immobile: they are players owned by Juventus, could they see them again next year?"
1	-1	"Thanks to Sandro Ruotolo, Giulia Guazzaloca, Giovanni Gozzini and the> 150 people who participated in the seminars on television in Italy."
3	-1	"@ CarlaCavani1 Good morning love ♥"
3	-1	"@la_elena Guys take a look at this SONY social network: http://t.co/lV9nc3zB There are also some prizes to win!"
1	-1	"#Grillo goes into politics. The Pope declares that he wants to be a footballer. Bruno vespa will do the tissue paper."
2	-1	"@ Federica_Inter3 I would say that you always make me laugh"
3	-1	"@ForMusicTv ahahaha! but no! They are not racist but they had to do some dates in australia!"
2	-1	"Place an order the shopkeeper signs confirmation The payment 60/90/120/150/180/210 days before the first deadline tel x ask To move the 60/90"
1	-2	"pattinson and his clumsy attempts to surf, um, um. #lovehim"
2	-1	"@LowLowNSP also in your place? Ahahahahah"
1	-2	"Ok in a few minutes I will close all the books because I am broken since 15."
1	-1	"@ 85mat ah here: in the face of confidentiality .."
2	-4	"#BoldiCapra made people laugh more with this insult than with his films ... Useless men to society!"
2	-1	"good evening everybody"
2	-1	"@LvgaMarco I know it's done on purpose! #chegrandeidea"
1	-2	"@peo_Nba @ teobianchi13 me too Ugh tomorrow I'm in the morning, wake up at 5 .. San My SKY I'll have to resist the temptation to watch the finale"
1	-1	"Facebook thinks of a search engine - Notebook Italia http://t.co/umqpztwV via @notebookitalia"
3	-1	"@RiccardoCicconi I still hope for a last edition with a return to the origins and with all the winners as protagonists ......."
2	-1	"@PaolaAraneda thanks baby"
4	-1	"@JunyCougar we are preparing to return to Rome and as always @Chantaltomas finds nothing! It's adorable XD"
3	-4	"some people are exaggerated, one who does 'I'm depressed because you don't love me' my love depression is not much bullshit."
2	-1	"This morning I take it easy ... which these days is a real luxury. I'm still in my pajamas!"
2	-1	"@fabio_vim I can't really say it was a joke. How much a desire."
1	-1	"@_DorianGray_ @ ilaginixx85 @anna_ex_belva @ yram1980 Campania also lives for me even if I have only been there once"
3	-1	"Claudio you are very strong .. Great PRINCIPINOOOOO ..: D You are our hero .. Hi Claudio good luck in everything :)"
1	-1	"\ ""@ IlGrillotalpa: Aironi, grana-Zaffanella bursts too http: //t.co/1sjFrHr3 \"" we only needed this one ... already #Grillo was on my bales"
1	-2	"12:33 pm and still no rain #florence # drought. Yet the thief government exists ... (easy-easy)"
3	-1	"and now we eat ......... good appetite everyone !!!!!!!"
1	-1	"@robertobuson do you want to test our intelligence and skill? we don't know if we're up to it :)"
4	-1	"@StephyUk I finished it last night love! I forgot to warn you!"
1	-1	"Lionel Messi Cuma Mencetak 1 Goal dalam 7 Pertemuan Melawan Klub Italy: Ancaman serius melanda kubu Barcelona me ... http://t.co/VKSzzjhZ"
1	-2	"@catwalkshow the fact is that in the europa league we lose points so it's the same. now the champions place for the next 5-6 years is gone"
1	-2	"Countdown to Barça-Milan At the Nou Camp 4 thousand Rossoneri fans: The match against the blaugrana is worth the semif ... http://t.co/x9411RZ6"
1	-1	"@TheRevSisterE Did you blog?"
1	-1	"@_neverafailure you already wrote it and I continued, after I copy it (:"
1	-2	"@fattoquotidiano Elections, #Grillo registers the # M5S symbol but removes its name. MAYBE YOU UNDERSTAND ... IF YOU ERASE EVERYTHING, IT'S BETTER. !!!"
1	-1	"@ErMatteo but in the end did you take the solar panel car or not?"
1	-1	"@sattamelissa me too .. but I believe it .. @KPBofficial will be decisive, I feel it #ForzaMilan"
1	-1	"@ 79Pan @ sonosoloio74 belin late ... Alla prox pistachio ice cream :-)"
3	-1	"@tragliatella Simply thank you !!!"
1	-1	"@GiuliettaJuss_ Ah, yes, the last episodes of the second series in short xD"
3	-1	"@WTHForAvril A friend of mine should go there too!: D I'm looking for the desire to do Latin! D:"
4	-2	"@thanxtoexist really love? you like ? now I have to show him ♥ I feel weird boo."
2	-1	"Finally #Grillo has done a good thing http://t.co/szvDwKjD"
4	-1	"@ monikina88 beautiful, lucky you !! I too would like to take a quality course but it doesn't cost too much!"
1	-1	"but also Narnia is better known ... that is D:"
4	-1	"@ Madman_85 but you cheer Italy fucking, good"
3	-1	"@elenoirec Hi darling, I talked to Vale about the Milan fashion shows and he told me a little bit about coe. As soon as I come to Milan we will see you tt 3"
3	-1	"Nooo ... Pato nooo! @acmilan indeed yes, who maybe manages to get a penalty! And cmq as usual ... Everyone loves Messi ... I can't stand it."
2	-1	"@ilaria_damico in Milan there were 2 penalties for Barcelona !!!!"
2	-1	"@xHeyPrettyGirl indeed lol c ': what a relief oh (': well well, I just hope the book comes tomorrow ._."
3	-1	"@chiupetta siiii ...! hahaha in how long did you do it ??! well, but not bad !! : D"
2	-1	"@ZemyRovski sooner or later thanks to @padremaronno_ I will also have the gift of ubiquity ... @ Guidaantonella"
2	-3	"@DavidSassoli but how do you go and vote with these people !? I want to vote it's my right and duty! But who do I vote for? They all suck!"
1	-1	"@barbaramiyaji how much does você pay?"
2	-1	"Here they put me to binge! Croissant, juice and chocolates when I'm still in bed! XD"
2	-1	"@SwaagDirection Thanks: D"
1	-1	"Google art project, online art from the most important museums in the world - Corriere Roma http://t.co/A9oxQvFj"
2	-1	"NEW DEALED PAYMENT AGREEMENT - All: To be even closer to our friends we have stipulated ... http://t.co/W1vYQXkY"
2	-1	"@carmelitadurso you always laugh even when there is no reason ... you are calm"
4	-1	"From the gates of dawn to the gates of the shadow A body to spend my life loving you .. (Paul Eluard) thanks to @maripiani ***"
2	-1	"@FilippoNegroni You did well uncle!"
3	-1	"RT @lucianopagano @ 199X_HNK @ g79world thanks for the RT! Know that I have the whole second 90s series from Granata Press!"
1	-1	"L'erbazzone della Luci #thanksGod"
3	-4	"I love everything about you ... but I hate you."
2	-1	"@ chaos87 ha ha ... That's the face they made tt! lol"
2	-2	"@PandemonAcademy good morning little brother (albeit late): *"
1	-1	"@acmilan they are all scarce"
1	-1	"@JadeMons_ http://t.co/d8SORzQc this explains it all: 33"
1	-1	"@ OneDirec1996 Me too (;"
1	-2	"@GabrielleWhite_ What do you do after school you bitch?"
2	-1	"@xsweetlavigne hi ... could you do a BG with Avril miley and Demi too? I give you the credits in the bio"
1	-1	"@AntonellaMcd A year younger but my mother made me do it, strange D:"
1	-1	"Sanber alla vamoos: D"
1	-1	"@ultranoia They all say so."
3	-1	"Do you also oscillate between passions and duties? Clementina shows you how to make a bo ...: Swing you too between pas ... http://t.co/3QJt1v8Q"
1	-1	"Stand at a distance, just enough to focus well and observe that things aren't exactly what you thought they were."
1	-3	"@nataliacavalli @robgreg apparently they have also assembled the house ... otherwise there was no storm!"
1	-2	"Sarajevo, how to kill a city http://t.co/eOokhRq0"
2	-3	"It's not that by insulting our idols, you will be able to get more votes ... at the most you advertise them.So thank you ♥"
1	-2	"@ViolaSmile_ aw, today they did 2 Italian articles on hunger games>. <"
1	-1	"Mayor on indemnity and return to school http://t.co/9KdOpdRa"
1	-1	"Guys but who knows how to make this video http://t.co/k1bzSqCL I mean with the videos of these here if you want me to explain it to you, comment."
1	-2	"now I'm going to snatch mom's cell so I do Instagram well and see the u.u mentions"
2	-1	"@DAlessioRoberta hello !! Very well thank you? Ahahahah"
3	-1	"I don't know if I can open it later I love you goodnight"
4	-1	"Aida had to win .. But now .... Cheering is everything for Antonella !!! # isola9"
2	-1	"\ ""vasco alla scala * _______________________ * oh my God it's a myth that I show the adapted songs \"" #porcodio"
2	-1	"@ImBradforBadBoy thank you * ---- *"
2	-1	"@Ale__Malik oh my how I understand you. <3 * - *"
2	-1	"@ lagunablu71 thanks too kind :-)"
1	-1	"@IsolaDeiFamosi cocks for everyone"
1	-1	"@ dade46 serene night to you too .."
2	-1	"@TeoOrlando #Grillo takes care of taking holidays on a yacht after having preached well."
2	-1	"@fuckyeahitspatd but that's nice, I'm happy for you too. I am not exactly the best in this period."
4	-1	"@ Anya_Malik1D @Francybiamonte - friend, I won't shit on you. A LOT, BUT LOTS OF LOVE! <3"
1	-1	"@ValeMaddaluno hello wonder, I'm all right and you? sdfghjkl. : 3"
2	-3	"Watch out for the Albanians or those on their behalf who enter the premises of the Fvg to destroy everything and beat people. They have a hatchet. NN JOKE"
2	-1	"@LaSuasse but for him it's Easter all year round hahaha"
1	-2	"@NosapaiD the S'ignora #Marrone has her work cut out among the wads of Euro, the cruets for the water of the DyoPó, cleaning the litter box at home"
2	-1	"Un frosti t lo doy alla @AeDubon hahahahaha"
1	-2	"Italy illegal operation via @beppe_grillo http://t.co/LjPnapdY"
2	-1	"http://t.co/m6XmknA4 To stay on topic, #buonanotte Italia, I'm still on!"
3	-1	"Good Friday. Hugs to all."
2	-1	"@itsdrewpancake me Federica, there are many others I can't write them all hahaha"
2	-1	"@ Stranfugnino no thanks good morning"
2	-1	"@zelowire Ciauu spare parts? Thanks C:"
1	-1	"#FF @oniontux @sinmojito community is everything"
2	-2	"\ ""pisapia as moratti: milano = area c \"" says the one on the right. ""But enough of that, I'm thankful, I'm going crazy with the pass,"" says the one on the left"
3	-1	"I fell in love with the song \ ""Mirror \"" is beautiful <3"
2	-1	"@cioonas ok thanks a lot c: I give it to you after the photo?"
3	-1	"@Manuela_Sias Thank you Beautiful <3 <3 <3"
1	-1	"@lddio # FridaySanto .. what should we do?"
1	-1	"Clean lists: Gianfranco Fini launches two FLI petitions: Generazione Italia http://t.co/9RwlyIlK"
1	-3	"PEOPLE WHO SPEAK EVIL ABOUT @onedirection ... GET A LIFE BEFORE YOU SEE IT DESTROY ME U.U"
1	-1	"In the Savigliano library a section dedicated to augmentative alternative communication http://t.co/xG2uRVgH"
1	-1	"@lapinadeejay My white Uno was the company car. Actually I had a BMW #bugiaxcuccare"
1	-4	"11.What is the first thing you think about when you wake up in the morning? 'fuck, I have to go to school!'"
1	-4	"If men were free from the state and its horrible laws, L'Aquila and all of Abruzzo would have risen ... http://t.co/CmVPDoiz"
2	-1	"@ diadan87 shh that tomorrow mom makes another one. :) I can not do it."
2	-2	"@happytripman No, I was good. When there is a Social that reads minds, I will stay away from it. I never write delusional thoughts."
2	-1	"@la_cinzi hello, welcome to the kingdom of the Red Moon :)"
1	-1	"@EmanueleDesamis and I am not part of the #Grillo family ?? : D"
3	-1	"@YuriNandesBBB Awn! How much love ... hihi."
2	-5	"@redazioneiene eh eh mao it's a whole other movement .. it would be funny if there were no crying !!!"
3	-1	"@olivati ​​I am referring to the restaurant procedures - if they were not followed within 15 days everything would be fine"
1	-4	"@ UccioYellow46 and FUCK to all those who already give him up for defeat or who offend him for a couple of seasons nn at the top !!"
1	-1	"#FF @alessialbanese because tonight was legendary, in every sense :)"
3	-1	"Hi Corrado .......... let's hope for the best :) :):) ......... as long as you don't find me in some country ... http://t.co/URrSofkt"
4	-1	"@VStaffelli Fiorello is a really great. \ ""After the movement of the pitchforks, there will be the movement of the toothpicks \"". hahaha"
2	-1	"Can you explain to me why I woke up now? Heck. I could still sleep a good hour."
3	-1	"@ DrKing77: -) ... Bravo ... expand love ...."
1	-1	"@stoceppo I too my washing machine: 3"
1	-1	"ok, I'll do it later."
3	-2	"@coppiabisex hi I'm new on twitter and I'm looking for friends or couples say nice 43 year old serious and unobtrusive kisses to the lady"
2	-2	"@yoostyles the credits, which I miss you put. thanks and bye. take it off and stop. I don't want to hear if and buts."
1	-2	"#ItalianDirectionersProtested, I only join the protest if they give free razor blades to cut your veins"
2	-1	"Good eve everyone. And hands off the lambs! INI INI! IRSTR"
1	-3	"@Sonounapolla Nobody is dead, everyone makes mistakes"
2	-1	"@Francesca_adp there are those who have recently cheered Inter ... and maybe it could also touch us: P"
1	-1	"LAZIONEWS.EU - MARKET. BRANCA: “ZARATE? We will decide whether to redeem it after the last day ... http://t.co/qQfM5snQ #lazio #calcio"
3	-1	"@salvodms Thanks for sharing my post :) And Happy Easter!"
1	-4	"I look at the year in the making and I start to cry. All is well Camilla, all is well çç"
2	-1	"I don't know half measures ... In my life you are either everything or you are nothing !!"
1	-1	"Pro Bossi banners and biscuits in via Bellerio - Milan - Repubblica.it http://t.co/6gXVmm8r"
1	-2	"Naples, woman dies after 6 hours of waiting in the emergency room http://t.co/Ma8XwUH7"
1	-2	"I bought a 1000 piece puzzle. I don't know how you pretend to finish it, if the only puzzle I did was a http://t.co/VQ4IC0id"
2	-4	"Zayn: It hurts me to see a girl cry. I often try to comfort her but I end up crying too. : ')"
1	-1	"Time Lapse Italia: tutorials, guides and free resources in Italian http://t.co/xd9uGTUW via @TimeLapseItalia"
2	-1	"@VeronicHazza hahaha thanks ** I mean I'm honored (?) XD"
3	-5	"@elenoirec Hi Elenoire! Do not get angry!! Unfortunately, during the holidays many occupy the network ... there is a bit of everything .. Happy Easter !!!"
2	-1	"@Mikyvallaperta @fabriziobenzoni Also in Barcelona I'm sure that #hovogliadisecchiello will be a lot !!!"
4	-1	"x: You were moved after the show right? Harry: Yes, I am very fond of Italy * - * http://t.co/5pO2PXK3"
3	-1	"60. In true love? Boh ._."
2	-2	"Why do you have to call yourself the number one fan of a singer? there's nothing wrong with saying i like it but i'm not lovatic, belieber etc .."
1	-1	"But do they really still broadcast Striscia La Notizia?"
2	-1	"@ sonosoloio74 yes! straight to the goal!"
2	-1	"@NaliOfficial Ok, no adjectives to describe you !!! I'm not enough for you !!! *___* Thanks"
2	-1	"I just bought Left Dimple Piercing, LipRing Piercing on Stardoll. Take a look at my Suite! http://t.co/7CYu3OdJ"
1	-1	"Tonight at 11:30 pm in the US, the famous NBC Saturday Night Live show will air and the ... http://t.co/aT2dnPea"
2	-1	"@Giulsxx night, thanks for talking to me."
3	-1	"#ITALYLOVESBIEBER RT if you also think that Devonne without makeup looks even more beautiful."
2	-1	"@Alessandracips thank you very much ^ _ ^"
1	-1	"08 April 2011 - 08 April 2012. My life has changed completely. #a yearofFreaks <3"
2	-1	"@yram__ thanks, but I'm at work :("
4	-1	"@ mazzmarco4 what a love that is !!!!!!!!!"
4	-3	"@Xabaras_ and @Mystica_Marvel anyway has the coolest pics of all! * parcel envy *: D"
2	-1	"@Simo_Greendayer Loool to you too! : 'D"
2	-1	"I would like ethics and morals to rise again! Greetings to all of us who look forward to!"
1	-1	"The secret, for these two days, is the same as when going to a night club: sweatpants."
1	-1	"All to defend the lambs but then you are always ready to percolate Lapo."
1	-1	"Happy Easter to you all: D #happyeaster"
3	-1	"@CloCecchetto support 30 hours for life and the private radio marathon that starts next Saturday at 4pm! Recommend us to your followers!"
1	-1	"Greetings to all of you from http://t.co/RO1kQY21 http://t.co/dG3hmGvg"
1	-3	"I ate half a chocolate egg and my brother in law yelled at his daughter and she said ""it was the uncle"" and I denied it all !! I feel power"
2	-1	"@ ClaudioCorti71 And we in Milan with a wind that carries away ... I see that you work a lot !!! XD"
1	-1	"Anyone have the link to icarly's episode?"
3	-1	"@LucaVettraino thank you very much and happy Easter !!"
3	-1	"@ JosephSpears90 #happyeaster :) !! Anyway, nothing new is usual!"
1	-1	"13) photo of a celebrity you would do anything to meet: http://t.co/PIxIQmAW"
1	-1	"On Facebook everyone wants to do a lot of poets and then in person they don't know how to squat not even two words."
1	-1	"after a day of hard work .... now finally home .... today i fed 50 people ...."
1	-1	"@example It will be in Italy ahahha"
2	-4	"A few minutes ago I was crying now I laugh thanks to them @onedirection @BrunoMars @ddlovato :) xx"
2	-1	"@DaniFusco thank you very much :)"
3	-2	"@ andreaiannone29 you were frenzied ... Good pity for the straight but you couldn't do better than this !!! #Motorbike"
3	-2	"@guidomeda you broke the bales with this story of the ringtone. Ahah joke you're a cool;) always very nice;)"
1	-1	"@ Coos14 @ skysport24 but what do you call him if he then replies as a peasant."
2	-1	"@LCuccarini Happy Easter tomorrow evening I will also watch Alice in Wonderland are my favorite movies"
2	-1	"@jaggedlittlesil of course !!!"
1	-2	"@ drunkside41 to make sense of giving points up to 15th position ... That's all ..."
1	-1	"@ _av0n I remember the day I bought \ ""Infinite Jest \"" at the Turin Fair, along with three other of his. I did not know him. I have a nose."
1	-1	"Hi @ Rtl1025Official I would like to hear a song called ""Minha Estrela"" by the Brazilian band called @rockrestart"
2	-1	"@ xforeveryoung7 I'm sure they will use it for everything XD from now on"
4	-1	"@RobSpera Best wishes to you and Marta too ... Kisses !!"
2	-1	"@ Campanellino_A well: D today I ate like a mailino ahahahah xD"
1	-2	"JUDGMENTS. The Consulta rejects the Apulian public water (06/04/2012) | Vita.it http://t.co/y5utABzK (via Instapaper)"
2	-1	"@bluejeanss_ eh I know they don't even let us do the essay! At most the map cc"
3	-1	"@ markgonzales34 :) thanks! Night"
4	-2	"@GiusyGuisy @ sonosoloio74 I'm all crazy ... it was a great pleasure to chat with you ... I'll do it again very soon."
2	-1	"@xineedtobelieve ndolgbdogbieriog thank you very much: D"
1	-1	"@SwaagDirection @ddlovato nonono, me too: D"
4	-1	"@NoemiCoppola we hope :) however I don't know yet, a job that makes me feel satisfied with myself :)"
3	-2	"@Asnicar__Brenda Brennn * - * #RT for #ITALIAN fans ?? We love you, I miss you :) x #ITALYMISSESYOU"
1	-1	"we come to @JonasBrothers their music is all I want."
1	-1	"@viacapizzi Buonamano + Di Bello in management, Compagnoni when he comments on Napoli, Bergomi always, all the reporters of Napoli and Nosotti."
1	-1	"It is time to move from export to internationalization to participate in the #growth and development of emerging countries. #businesses"
1	-1	"@angelo argento and today is also #Baudelaire's birthday"
2	-1	"The fact that you haven't found your prince charming yet doesn't mean you're not a princess. \ ""- Zayn Malik."
